start,eind,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
20-10-2018 14:00:00,20-10-2018 14:30:00,Geheimschrift,Geheimschrift,Klimtoren,Klimtoren,JOTI,JOTI,Radio,JOTA,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,TV,TV,TV,TV,JOTI,JOTI,Radio,JOTA,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes
20-10-2018 14:30:00,20-10-2018 15:00:00,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,JOTA,Radio,JOTI,JOTI,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Klimtoren,Klimtoren,Geheimschrift,Geheimschrift,JOTA,Radio,JOTI,JOTI
20-10-2018 15:00:00,20-10-2018 15:30:00,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,Radio,JOTA,JOTI,JOTI,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Geheimschrift,Geheimschrift,Klimtoren,Klimtoren,Radio,JOTA,JOTI,JOTI
20-10-2018 15:30:00,20-10-2018 16:00:00,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Klimtoren,Klimtoren,Geheimschrift,Geheimschrift,JOTI,JOTI,JOTA,Radio,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,JOTI,JOTI,JOTA,Radio
20-10-2018 16:00:00,20-10-2018 16:30:00,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Belegeringsstratego,Geheimschrift,Geheimschrift,Klimtoren,Klimtoren,JOTI,JOTI,Radio,JOTA,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,Stopmotion filmpjes,TV,TV,TV,TV,JOTI,JOTI,Radio,JOTA
20-10-2018 16:30:00,20-10-2018 17:30:00,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten,Avondeten
20-10-2018 17:30:00,20-10-2018 18:00:00,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen,Slaapspullen klaarleggen
20-10-2018 18:00:00,20-10-2018 19:15:00,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel,Avondspel
20-10-2018 19:15:00,20-10-2018 20:30:00,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel,Nachtspel
20-10-2018 20:30:00,20-10-2018 22:00:00,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur,Kampvuur
20-10-2018 22:00:00,20-10-2018 23:00:00,"Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed","Wassen, plassen en naar bed"
20-10-2018 23:00:00,21-10-2018 08:00:00,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen,Slapen
21-10-2018 08:00:00,21-10-2018 08:30:00,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan,Opstaan
21-10-2018 08:30:00,21-10-2018 09:00:00,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen,Slaapspullen opruimen
21-10-2018 09:00:00,21-10-2018 09:30:00,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt,Ontbijt
21-10-2018 09:30:00,21-10-2018 10:00:00,Tocht van HIER naar GINDER,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR,Tocht van HIER naar DAAR
21-10-2018 10:00:00,21-10-2018 11:00:00,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1,Ticketactiviteit 1
21-10-2018 11:00:00,21-10-2018 12:00:00,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2,Ticketactiviteit 2
21-10-2018 12:00:00,21-10-2018 12:30:00,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch,Lunch
21-10-2018 12:30:00,21-10-2018 13:30:00,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3,Ticketactiviteit 3
21-10-2018 13:30:00,21-10-2018 14:30:00,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4,Ticketactiviteit 4
21-10-2018 14:30:00,21-10-2018 15:00:00,Tocht van GINDER naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER,Tocht van DAAR naar HIER
21-10-2018 15:00:00,21-10-2018 15:15:00,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting,Sluiting
